COMUNA;TELEFONO;VIVIENDA;PARED;PISO;ENERGIA;ALCANTA;GAS;BASURA;ACUEDUC;ESTRATO;ELIMBASURA;THOGAR;TENEVIV;USOSANI;USANITAR;DUCHA;AGUA;LLEGA;SUMINIS;PREPARAN;COCINA;COCINAN;ALUMBRA;USOTELE;NEVERA;LAVADORA;TVCOLOR;TVCABLE;CALENTA;HORNO;AIRE;COMPUTADOR;MOTO;AUTO1;SEXO;FECHANTO;PARENTES;ESTCIVIL;CONYUVIVE;DISCAPA;CARNET;EMBARAZA;ASISTE;TIPOESTA;GRADO;NIVEL;INGRESOS;PERCIBE;PUNTAJE
1;1;1;1;5;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;19/02/1953;1;3;0;0;4;1;2;0;2;1;50000;1;38.56
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;27/09/1986;1;1;0;0;4;2;2;0;3;2;0;2;20.74
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;12/11/2004;3;5;0;0;4;2;1;2;0;0;0;2;20.74
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;12/12/2005;3;5;0;0;4;2;1;2;0;0;0;2;20.74
1;2;1;5;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;0;2;2;1;1;2;2;2;2;2;2;1;4/09/1989;1;1;0;0;0;2;2;0;1;2;50000;1;43.2
1;2;1;5;4;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;2;2;1;2;2;2;2;2;2;2;1;20/10/1995;3;5;0;0;4;2;2;0;2;1;0;2;15.15
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;5/11/1958;1;1;0;0;4;2;2;0;5;1;0;2;31.6
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;17/05/2009;4;5;0;0;4;2;2;0;0;0;0;2;31.6
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;16/01/1988;7;1;0;0;4;1;2;0;2;2;0;2;31.6
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;23/04/1939;1;1;2;0;4;2;2;0;0;0;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;27/03/1948;2;1;1;0;4;1;2;0;1;1;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;29/05/1982;3;1;4;0;4;2;2;0;3;1;300000;1;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;27/05/1991;7;1;3;0;4;1;2;0;5;1;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;19/08/2009;14;5;0;0;4;2;2;0;0;0;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;2/06/2013;4;5;0;0;0;2;2;0;0;0;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;24/02/1976;7;2;8;0;0;1;2;0;0;0;689454;1;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;29/11/1971;3;2;7;0;0;2;2;0;3;1;689454;1;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;22/09/2007;4;5;0;0;0;2;1;4;2;1;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;4/02/1999;4;5;0;0;0;2;2;0;4;1;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;30/12/2004;4;5;0;0;0;2;1;4;3;1;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;7/07/2002;4;5;0;0;0;2;2;0;3;1;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;24/04/2000;4;5;0;0;0;2;2;0;5;1;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;13/02/1996;4;5;0;3;0;2;2;0;0;0;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;10/09/2016;14;5;0;0;0;2;2;0;0;0;0;2;7.8
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2;2;1;7/11/1983;1;1;0;0;4;2;1;4;5;2;497000;1;60.15
1;2;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;2;1;2;2;2;2;2;2;2;1;30/01/1972;1;1;0;0;4;2;2;0;4;1;120000;1;62.26
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;9/11/1936;1;2;2;0;3;2;2;0;2;1;150000;1;32.1
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;30/11/1938;2;2;1;0;3;2;2;0;2;1;0;2;32.1
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;1;2;2;2;2;2;1;24/03/1979;1;1;2;0;3;2;2;0;6;2;600000;1;50.33
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;1;2;2;2;2;2;2;18/04/1973;2;1;1;0;3;1;2;0;6;2;0;2;50.33
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;1;2;2;2;2;2;2;13/09/1997;3;5;0;0;0;2;1;4;5;1;0;2;50.33
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2;2;2;12/10/1981;1;1;4;0;4;1;2;0;1;2;0;2;44.79
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2;2;2;16/12/1998;3;5;0;0;4;2;1;4;4;1;0;2;44.79
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2;2;1;6/04/2001;3;5;0;0;4;2;1;4;2;1;0;2;44.79
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2;2;1;12/06/1976;2;1;1;0;4;2;2;0;5;1;497000;1;44.79
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2;2;1;25/12/1965;6;2;0;0;0;2;2;0;1;1;0;2;44.79
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;23/11/1950;1;5;0;0;4;1;2;0;2;1;0;2;44.37
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;28/12/1953;6;5;0;0;4;2;2;0;1;1;0;1;44.37
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;14/09/1957;6;4;0;0;3;2;2;0;3;2;497000;1;44.37
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;4/08/1969;6;5;0;0;4;2;2;0;1;1;0;1;44.37
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;14/07/1955;6;4;0;0;0;2;2;0;5;1;0;2;44.37
1;1;1;1;2;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;4/12/1961;1;4;0;0;3;1;2;0;6;2;303000;1;49.81
1;1;1;1;2;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;11/02/1998;3;5;0;0;4;2;1;4;5;1;0;2;49.81
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;8/08/1973;1;5;0;0;4;2;2;0;5;1;0;1;49.28
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;1;2;2;2;2;2;2;1;15/09/1970;1;1;2;0;4;2;2;0;5;1;0;1;31.48
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;1;2;2;2;2;2;2;2;29/10/1981;2;1;1;0;4;1;2;0;3;1;0;2;31.48
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;1;2;2;2;2;2;2;2;4/08/2005;3;5;0;0;4;2;1;2;0;0;0;2;31.48
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;1;2;2;2;2;2;2;1;8/08/2002;3;5;0;0;0;2;1;4;0;0;0;2;31.48
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;23/09/1960;1;1;2;0;4;1;2;0;5;1;40000;1;30.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;13/11/1944;2;1;1;0;4;2;2;0;1;1;0;2;30.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;10/08/1992;3;5;0;0;4;2;1;4;4;2;0;2;30.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;1/06/1998;3;5;0;0;4;2;1;4;4;1;0;2;30.8
1;2;1;1;1;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;1;24/09/1972;1;1;2;0;4;2;2;0;1;2;0;1;44.48
1;2;1;1;1;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;2;23/12/1970;2;1;1;0;4;1;2;0;1;2;0;2;44.48
1;2;1;1;1;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;1;7/04/1993;3;5;0;0;4;2;1;4;1;2;0;2;44.48
1;2;1;1;1;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;1;13/01/2006;3;5;0;0;4;2;1;2;0;0;0;2;44.48
1;2;1;5;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;2;1;1;1;0;2;2;1;1;2;2;2;2;2;2;2;29/08/1974;1;4;0;0;4;1;2;0;2;2;200000;1;24.13
1;2;1;5;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;2;1;1;1;0;2;2;1;1;2;2;2;2;2;2;1;3/07/1993;3;5;0;0;4;2;1;4;4;2;0;2;24.13
1;2;1;5;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;2;1;1;1;0;2;2;1;1;2;2;2;2;2;2;1;19/02/2007;3;5;0;0;4;2;1;2;0;0;0;2;24.13
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2/12/1986;1;1;2;0;3;2;2;0;5;2;496900;1;51.15
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;28/12/1987;2;1;1;0;3;1;2;0;6;2;496900;1;51.15
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;23/12/2008;3;5;0;0;3;2;2;0;0;0;0;2;51.15
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;7/03/2003;3;5;0;0;3;2;1;4;0;0;0;2;51.15
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;14/09/1964;1;1;2;0;4;1;2;0;3;1;0;2;49.14
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;8/12/1981;2;1;1;0;4;2;2;0;4;1;120000;1;49.14
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;1;2;1;18/10/1968;1;2;2;0;0;2;2;0;4;1;300000;1;44.48
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;1;2;2;13/06/1980;2;2;1;0;0;1;2;0;5;1;0;2;44.48
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;1;2;1;19/12/2006;3;5;0;0;0;2;2;0;0;0;0;2;44.48
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;1;2;1;13/04/2010;3;5;0;0;0;2;2;0;0;0;0;2;44.48
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;28/08/1977;1;1;2;0;4;2;2;0;5;1;120000;1;46.54
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;11/01/1976;2;1;1;0;4;1;2;0;3;1;0;2;46.54
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;8/03/1998;3;5;0;0;4;2;1;4;4;1;0;2;46.54
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;7/04/1973;1;3;0;0;4;1;2;0;2;2;100000;1;31.06
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;7/02/1992;3;5;0;0;4;2;1;4;6;2;0;2;31.06
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;1;4/04/1994;3;5;0;0;4;2;1;4;2;2;0;2;31.06
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;5/04/2003;3;5;0;0;4;2;1;2;0;0;0;2;31.06
1;2;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;1;10/03/1963;1;1;2;0;0;2;2;0;5;1;450000;1;52.82
1;2;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;2;8/07/1989;2;1;1;0;0;2;2;0;5;1;0;2;52.82
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;29/09/1933;1;3;0;0;4;1;2;0;0;0;150000;1;30.2
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;1;14/02/1951;3;5;0;0;0;2;2;0;0;0;0;1;30.2
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;1;2;2;2;2;2;2;2;2;2;24/01/1964;1;5;0;0;4;1;2;0;4;1;0;1;28.66
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;1;2;2;2;2;2;2;2;2;1;23/09/1991;3;5;0;0;4;2;2;0;4;1;0;2;28.66
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;1;2;2;2;2;2;2;2;2;1;10/10/1992;3;5;0;0;4;2;2;0;5;1;0;2;28.66
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;1;5/04/1981;1;1;2;0;3;2;2;0;5;1;0;2;34.39
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;13/03/1982;2;1;1;0;3;1;2;0;6;2;300000;1;34.39
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;5/01/2000;3;5;0;0;3;2;1;4;3;1;0;2;34.39
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;1;24/03/2002;3;5;0;0;3;2;1;4;1;1;0;2;34.39
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;27/09/2005;3;5;0;0;3;2;1;2;0;0;0;2;34.39
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;2;11/10/2007;3;5;0;0;3;2;1;2;0;0;0;2;34.39
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;2;1;5/09/2011;3;5;0;0;0;2;2;0;0;0;0;2;34.39
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;9/09/1952;1;3;0;0;4;1;2;0;2;1;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;10/07/1985;3;5;0;0;4;2;2;0;5;1;496000;1;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;15/03/1988;3;5;0;0;4;2;2;0;6;2;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2/02/1989;3;5;0;0;4;2;2;0;6;2;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;25/11/1991;3;5;0;0;4;2;2;0;6;2;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;17/09/1993;3;5;0;0;4;2;1;4;5;2;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;21/05/2011;4;5;0;0;0;2;2;0;0;0;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;5/01/2013;4;5;0;0;0;2;2;0;0;0;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;8/06/2015;4;5;0;0;0;2;2;0;0;0;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;4/01/2017;4;5;0;0;0;2;2;0;0;0;0;2;29.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;1;2;2;2;2;2;2;2;4/06/1971;1;1;0;0;4;1;2;0;0;0;0;2;36.52
1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;28/04/1987;1;1;2;0;0;2;2;0;5;1;0;1;64.82
1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;20/12/1980;2;1;1;0;4;1;2;0;6;2;0;2;64.82
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;30/05/1972;1;1;2;0;0;2;2;0;6;2;0;2;47.3
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;20/05/1982;2;1;1;0;0;1;1;4;4;2;0;2;47.3
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;20/06/2005;15;5;0;0;0;2;1;2;0;0;0;2;47.3
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;12/06/2010;3;5;0;0;0;2;2;0;0;0;0;2;47.3
1;2;1;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;2;2;3;1;0;1;1;1;2;2;2;2;2;2;2;1;25/10/1957;1;1;0;0;0;2;2;0;2;1;120000;1;34.44
1;2;1;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;2;2;3;1;0;1;1;1;2;2;2;2;2;2;2;2;15/12/1947;6;5;0;0;4;1;2;0;5;2;0;2;34.44
1;2;1;1;3;1;1;2;1;1;2;1;2;1;2;1;1;1;1;1;2;2;3;1;0;2;2;1;2;2;2;2;2;2;2;1;4/01/1941;1;4;0;0;4;2;2;0;3;1;90000;1;19.08
1;1;1;1;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;2;2;1;2/02/1973;1;1;0;0;3;2;2;0;3;2;497000;1;60.05
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;15/07/1991;6;5;0;0;4;2;1;4;6;2;0;2;51.96
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;19/10/1993;6;5;0;0;4;2;1;4;5;2;0;2;51.96
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;13/08/1962;1;2;2;0;3;2;2;0;5;1;497000;1;43.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;4/02/1973;2;2;1;0;3;1;2;0;2;2;0;2;43.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;7/02/1994;3;5;0;0;3;2;1;4;4;2;0;2;43.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;26/08/1997;3;5;0;0;3;2;1;4;1;2;0;2;43.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;29/03/2000;3;5;0;0;3;2;1;4;1;1;0;2;43.8
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;21/06/2002;3;5;0;0;3;2;1;4;0;0;0;2;43.8
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;1;12/02/1976;1;1;2;0;4;2;2;0;2;1;200000;1;32.72
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;2;30/03/1981;2;1;1;0;4;1;2;0;5;1;300000;1;32.72
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;2;11/02/2001;3;5;0;0;4;2;1;4;2;1;0;2;32.72
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;14/01/1980;1;1;2;0;3;2;2;0;5;4;1090000;1;60.48
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;24/08/1986;2;1;1;0;3;1;2;0;6;2;0;2;60.48
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;29/09/2008;3;5;0;0;3;2;2;0;0;0;0;2;60.48
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;25/04/1981;6;5;0;0;3;2;2;0;5;4;1090000;1;60.48
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;12/03/1976;1;1;2;0;4;2;2;0;1;1;497000;1;47.06
