COMUNA;TELEFONO;VIVIENDA;PARED;PISO;ENERGIA;ALCANTA;GAS;BASURA;ACUEDUC;ESTRATO;ELIMBASURA;THOGAR;TENEVIV;USOSANI;USANITAR;DUCHA;AGUA;LLEGA;SUMINIS;PREPARAN;COCINA;COCINAN;ALUMBRA;USOTELE;NEVERA;LAVADORA;TVCOLOR;TVCABLE;CALENTA;HORNO;AIRE;COMPUTADOR;MOTO;AUTO1;SEXO;FECHANTO;PARENTES;ESTCIVIL;CONYUVIVE;DISCAPA;CARNET;EMBARAZA;ASISTE;TIPOESTA;GRADO;NIVEL;INGRESOS;PERCIBE;PUNTAJE
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;4/11/1962;2;1;1;0;1;2;2;0;3;3;0;2;47.06
1;1;1;2;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;5/01/1989;1;5;0;0;3;2;1;4;6;2;0;1;43.98
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;2;9/06/1960;1;1;3;0;4;1;2;0;1;1;0;2;22.84
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;2;7/06/1985;3;2;6;0;4;2;1;4;1;3;0;2;22.84
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;1;28/08/1960;2;1;1;0;4;2;2;0;6;2;60000;1;22.84
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;1;9/05/2001;11;5;0;0;4;2;1;4;2;1;0;2;22.84
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;1;28/08/2014;4;5;0;0;0;2;2;0;0;0;0;2;22.84
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;1;27/06/1975;7;2;2;0;0;2;2;0;6;2;689000;1;22.84
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;1;2;2;1;2;2;2;2;2;2;2;2;13/11/1993;1;5;0;0;4;1;1;4;5;2;0;2;8.35
1;1;2;1;3;1;1;2;1;1;2;1;2;3;2;1;1;1;1;1;1;2;3;1;1;2;2;1;2;2;2;2;2;2;2;1;4/02/2008;3;5;0;0;0;2;2;0;0;0;0;2;8.35
1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;6/04/2002;3;5;0;0;0;2;1;4;1;1;0;2;40.21
1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1/11/1982;1;1;2;0;4;2;2;0;5;2;497000;1;47.85
1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;21/05/1986;2;1;1;0;4;1;2;0;1;2;0;2;47.85
1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;10/01/2005;3;5;0;0;4;2;1;2;0;0;0;2;47.85
1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;12/11/2010;3;5;0;0;0;2;2;0;0;0;0;2;47.85
1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;1;8/09/1953;1;2;2;0;3;2;2;0;0;0;497000;1;41.27
1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;2;31/01/1958;2;2;1;0;3;1;2;0;0;0;0;2;41.27
1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;2;11/10/1991;3;5;0;0;0;2;2;0;5;1;0;2;41.27
1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;1;3/12/1978;3;1;5;0;3;2;2;0;3;1;497000;1;41.27
1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;2;3/02/1984;7;1;4;0;0;1;2;0;5;1;0;2;41.27
1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;1;23/04/2004;4;5;0;0;0;2;1;1;0;0;0;2;41.27
1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;2;1;2;2;2;2;2;2;2;2;3/06/2005;4;5;0;0;0;2;1;1;0;0;0;2;41.27
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;10/06/1967;1;2;2;0;3;2;2;0;6;2;497000;1;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;6/12/1970;2;2;1;0;3;1;2;0;4;2;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;28/02/1992;3;5;0;0;3;2;1;4;6;2;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;31/03/1994;3;5;0;0;3;2;1;4;4;2;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;8/11/1995;3;5;0;0;3;2;1;4;3;1;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;22/03/2000;3;5;0;0;3;2;1;4;3;1;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;29/04/2002;3;5;0;0;3;2;1;4;1;1;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;25/09/2005;3;5;0;0;3;2;1;2;0;0;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;2;1/05/2008;3;5;0;0;3;2;2;0;0;0;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;1;2;2;2;2;2;2;2;2;1;9/03/2011;3;5;0;0;3;2;2;0;0;0;0;2;32.6
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;7/09/1962;1;2;2;0;3;2;2;0;5;2;497000;1;60.38
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;30/11/1967;2;2;1;0;3;1;2;0;5;1;497000;1;60.38
1;1;1;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;29/02/1996;3;5;0;0;3;2;1;4;1;2;0;2;60.38
1;1;2;1;3;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;1;2;6;1;2;1;2;1;2;2;2;2;2;2;2;2;9/10/1947;1;5;0;0;4;1;2;0;0;0;40000;1;11.46
1;1;2;1;3;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;1;2;6;1;2;1;2;1;2;2;2;2;2;2;2;1;4/01/1980;3;5;0;0;4;2;2;0;3;1;10000;1;11.46
1;1;2;1;3;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;1;2;6;1;2;1;2;1;2;2;2;2;2;2;2;2;9/09/2000;3;5;0;0;4;2;1;4;3;1;0;2;11.46
1;1;2;1;3;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;1;2;6;1;2;1;2;1;2;2;2;2;2;2;2;2;25/04/2002;3;5;0;0;4;2;1;4;1;1;0;2;11.46
1;1;2;1;3;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;1;2;6;1;2;1;2;1;2;2;2;2;2;2;2;2;24/08/2003;3;5;0;0;4;2;1;2;0;0;0;2;11.46
1;1;2;1;3;1;1;2;1;1;2;1;1;3;2;1;1;1;1;1;1;2;6;1;2;1;2;1;2;2;2;2;2;2;2;2;4/02/2017;4;5;0;0;0;2;2;0;0;0;0;2;11.46
1;2;2;7;5;1;2;2;1;2;1;1;1;3;2;2;2;9;0;0;1;1;1;1;0;1;2;2;2;2;2;2;2;2;2;1;3/04/1973;1;3;0;0;4;2;2;0;1;2;60000;1;10.21
1;2;2;7;5;1;2;2;1;2;1;1;1;3;2;2;2;9;0;0;1;1;1;1;0;1;2;2;2;2;2;2;2;2;2;1;6/12/2000;3;5;0;0;0;2;1;4;3;1;0;2;10.21
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;17/04/1982;1;5;0;0;4;1;2;0;5;2;496900;1;21.19
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;27/10/2005;3;5;0;0;4;2;1;1;0;0;0;2;21.19
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;1;8/03/2000;3;5;0;0;4;2;1;4;2;1;0;2;21.19
1;1;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2;2;1;28/12/1968;1;1;0;0;4;2;2;0;3;1;300000;1;22.85
1;1;1;4;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;1;2;1;25/06/1971;1;4;0;0;3;2;2;0;5;1;515000;1;35.12
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;1;2;2;2;2;2;2;2;14/09/1980;1;5;0;0;4;1;2;0;1;2;50000;1;29.19
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;1;2;2;2;2;2;2;2;13/03/2009;3;5;0;0;0;2;2;0;0;0;0;2;29.19
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;1;2;2;2;2;2;2;1;11/08/1996;3;5;0;0;4;2;1;4;2;2;0;2;29.19
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;1;2;2;2;2;2;2;1;31/07/2001;3;5;0;0;4;2;1;4;2;1;0;2;29.19
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;2;2;2;2;2;2;2;2;2;2;2;11/12/1954;1;3;0;0;4;1;2;0;1;1;10000;1;22.07
1;2;1;5;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;2;2;2;2;2;2;2;2;2;2;1;12/04/1995;3;5;0;0;4;2;1;4;3;2;0;2;22.07
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;21/04/1954;1;2;2;7;4;2;2;0;0;0;496900;1;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;28/09/1961;2;2;1;0;4;1;2;0;0;0;0;2;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;20/10/1960;3;1;9;0;4;2;2;0;6;2;0;2;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;21/03/1981;3;4;0;0;4;1;2;0;4;2;0;2;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;25/11/2000;4;5;0;0;4;2;1;4;3;1;0;2;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;4/07/2009;4;5;0;1;4;2;2;0;0;0;0;2;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;28/04/1982;3;5;0;0;4;1;2;0;3;2;496900;1;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;29/03/2005;4;5;0;0;4;2;1;1;0;0;0;2;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;5/04/1988;7;1;3;0;0;2;2;0;6;2;480000;1;31.11
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;18/05/2015;4;5;0;0;3;2;2;0;0;0;0;2;31.11
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;1/08/1963;1;2;2;0;4;2;2;0;6;2;0;2;27.07
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;22/01/1960;2;2;1;0;4;1;2;0;5;1;30000;1;27.07
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;22/01/1992;3;5;0;0;4;2;1;4;6;2;0;2;27.07
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;30/04/1993;3;5;0;0;4;2;1;4;5;2;0;2;27.07
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;17/05/1994;3;5;0;0;4;2;1;4;4;2;0;2;27.07
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;2;6/09/1995;3;5;0;0;4;2;1;4;1;2;0;2;27.07
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;10/06/1958;13;5;0;2;4;2;2;0;0;0;0;1;27.07
1;1;1;1;3;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;2;2;2;2;2;2;1;11/12/2009;4;5;0;0;0;2;2;0;0;0;0;2;27.07
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;9/03/1955;1;4;0;0;4;1;2;0;1;1;0;2;16
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;1;14/02/1979;3;5;0;0;4;2;2;0;2;1;0;1;16
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;1;17/10/2008;4;5;0;0;4;2;2;0;0;0;0;2;16
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;4/03/1980;3;5;0;0;4;1;2;0;2;1;0;2;16
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;25/07/1998;4;5;0;0;4;2;1;4;4;1;0;2;16
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;1;14/04/2001;4;5;0;0;4;2;1;4;3;1;0;2;16
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;1/06/1990;3;5;0;0;4;1;2;0;2;2;0;2;16
1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;2;2;2;2;2;2;30/08/2014;14;5;0;0;0;2;2;0;0;0;0;2;16
1;2;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;1;1;2;2;1;2;2;2;2;1;17/02/1965;1;5;0;0;0;2;2;0;1;1;300000;1;36.5
1;2;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;1;1;2;2;1;2;2;2;2;2;21/01/1960;6;5;0;0;4;1;2;0;2;1;160000;1;36.5
1;2;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;1;1;2;2;1;2;2;2;2;1;25/08/1994;11;5;0;0;4;2;1;4;3;1;0;2;36.5
1;2;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;1;1;2;2;1;2;2;2;2;1;24/04/1983;11;5;0;0;4;2;2;0;3;1;0;2;36.5
1;2;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;1;1;2;2;1;2;2;2;2;2;24/01/1979;11;5;0;0;4;1;2;0;5;1;160000;1;36.5
1;2;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;1;1;2;2;1;2;2;2;2;2;1/06/2016;11;5;0;0;4;2;2;0;0;0;0;2;36.5
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;11/12/1986;1;5;0;0;0;2;1;4;6;2;0;2;68.45
1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;22/05/1939;1;3;0;0;4;1;2;0;2;1;75000;1;40.13
1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;9/10/1986;4;5;0;0;4;2;2;0;6;2;0;2;40.13
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;6/07/1965;1;1;2;0;1;2;2;0;5;1;0;2;29.35
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;22/12/1975;2;1;1;0;1;1;2;0;3;1;0;2;29.35
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;5/08/1999;3;5;0;0;1;2;1;4;4;1;0;2;29.35
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;4/08/2000;3;5;0;0;1;2;1;4;3;1;0;2;29.35
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;19/10/1997;3;5;0;0;1;2;1;4;1;1;0;2;29.35
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;5/05/2016;4;5;0;0;3;2;2;0;0;0;0;2;29.35
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;31/07/1956;1;2;2;0;0;2;2;0;1;2;0;2;45.5
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;7/12/1962;2;2;1;0;0;1;2;0;1;2;0;2;45.5
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;8/03/1989;3;5;0;0;0;2;2;0;6;2;300000;1;45.5
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;15/11/1990;3;5;0;0;0;2;2;0;2;2;0;2;45.5
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;19/04/1992;3;5;0;0;0;2;1;4;6;2;0;2;45.5
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;11/06/1993;3;5;0;0;0;2;1;4;5;2;0;2;45.5
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;17/01/2012;4;5;0;0;0;2;2;0;0;0;0;2;45.5
1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;2/10/2015;4;5;0;0;0;2;2;0;0;0;0;2;45.5
1;1;2;1;3;1;2;2;1;1;1;1;1;3;2;2;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;1;8/10/1972;1;1;2;0;4;2;2;0;1;1;497000;1;8.48
1;1;2;1;3;1;2;2;1;1;1;1;1;3;2;2;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;2;16/09/1978;2;1;1;0;4;1;2;0;0;0;0;2;8.48
1;1;2;1;3;1;2;2;1;1;1;1;1;3;2;2;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;1;1/11/1998;3;5;0;0;4;2;1;4;1;1;0;2;8.48
1;1;2;1;3;1;2;2;1;1;1;1;1;3;2;2;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;2;18/03/2001;3;5;0;0;4;2;1;4;1;1;0;2;8.48
1;1;2;1;3;1;2;2;1;1;1;1;1;3;2;2;1;1;1;1;1;2;3;1;2;1;2;1;2;2;2;2;2;2;2;1;18/09/2002;3;5;0;0;4;2;1;4;1;1;0;2;8.48
1;1;1;5;3;1;2;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;28/01/1961;1;1;2;0;4;2;2;0;2;1;0;1;22.4
1;1;1;5;3;1;2;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;30/09/1968;2;1;1;0;4;1;2;0;0;0;0;2;22.4
1;1;1;5;3;1;2;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;1;12/03/1986;3;5;0;0;4;2;2;0;6;2;0;1;22.4
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;20/09/1972;1;4;0;0;4;1;2;0;6;2;497000;1;40.49
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;2;2;1;29/05/2001;3;5;0;0;4;2;1;4;2;1;0;2;40.49
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;4/01/1996;3;5;0;0;4;2;1;4;3;1;0;2;40.49
1;2;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;0;1;2;1;2;2;2;2;2;2;2;2;30/06/1948;2;1;1;0;1;1;2;0;5;1;0;2;60.62
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;2;2;2;2;16/03/1984;1;5;0;0;0;2;2;0;4;2;300000;1;57.1
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;2;2;2;1;23/11/1990;6;5;0;0;0;2;1;4;1;4;0;2;57.1
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;1;2;2;2;2;2;30/01/1958;1;3;0;0;3;1;2;0;5;1;0;2;44.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;1;2;2;2;2;1;13/04/1980;3;5;0;0;4;2;2;0;5;1;497000;1;44.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;1;2;2;2;2;2;22/04/1991;3;5;0;0;0;2;2;0;5;1;0;2;44.86
1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;1;2;2;2;2;1;14/04/2003;3;5;0;0;4;2;1;4;0;0;0;2;44.86
1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;28/02/1965;1;5;0;0;3;2;2;0;6;2;300000;1;64.34
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;20/01/1969;1;2;2;0;3;2;2;0;6;2;497000;1;53.9
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;14/05/1975;2;2;1;0;3;1;2;0;1;3;0;1;53.9
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;8/02/1995;3;5;0;0;3;2;1;4;2;2;0;2;53.9
1;1;1;1;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;13/02/2003;3;5;0;0;3;2;1;4;0;0;0;2;53.9
1;2;1;1;3;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;1;0;1;1;1;2;2;2;2;2;2;2;1;7/10/1958;1;2;0;0;0;2;2;0;0;0;0;2;46.62
